Line #,File Name,variety,plant_stage,treatment,stage_treatment,Peak#,Ret. Time,Area,Height,Mark,ID#,Name,Area%,Subsample Volume (uL),IS Added (ng),IS Conc in Subsample (ng/uL),IS Peak Area,IS Injected (ng),Inj Volume Nominal (uL),Inj Volume Actual (uL),Analyte Mass Injected (ng),Analyte Mass in Subsample (ng),Total Extract Volume (uL),Total Mass of Analyte in Extract (ug),Mass of Tissue Extracted (g),Analyte Concentration in Tissue (ug/g)
3972,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,20,3.533,58575,19121, V M,13,probably not THCV,1.598,1000,50000,50,264798,246.934,5,4.93868,41.84592617,8473.099325,15000,127.0964899,0.1,1270.964899
3975,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,23,3.925,4733,889, V ,14,THCVA,0.129,1000,50000,50,264798,246.934,5,4.93868,1.841092932,372.790489,15000,5.591857335,0.1,55.91857335
3953,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,1,1.125,1968,1703,   ,,,0.054,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3954,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,2,1.17,11641,6234, V ,,,0.318,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3956,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,4,1.369,7534,3197, V M,,,0.206,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3957,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,5,1.398,1888,1625, V M,,,0.051,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3959,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,7,1.581,23277,9673,   ,,,0.635,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3961,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,9,1.826,18916,7483, V M,,,0.516,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3965,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,13,2.21,674,308,   M,,,0.018,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3966,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,14,2.251,2191,699, V M,,,0.06,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3967,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,15,2.345,4566,1512, V ,,,0.125,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3973,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,21,3.592,159844,36589, V M,,,4.361,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3974,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,22,3.7,5777,1568, V ,,,0.158,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3976,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,24,4.103,3435,452, V ,,,0.094,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3977,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,25,4.288,1692,295,   ,,,0.046,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3979,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,27,4.785,4870,723, V ,,,0.133,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3980,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,28,5.166,2070,251, V ,,,0.056,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3981,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,29,5.258,3322,416, V ,,,0.091,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3985,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,33,9.073,1409,259, V ,,,0.038,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3986,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,34,9.338,1019,228, V ,,,0.028,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3987,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,35,9.724,1087,234, V ,,,0.03,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3988,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,36,10.044,3229,477, V ,,,0.088,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3989,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,37,10.167,2967,636, V ,,,0.081,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3990,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,38,10.24,6189,811, V ,,,0.169,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3991,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,39,10.47,8683,570, V ,,,0.237,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3992,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,40,11.077,1137,246, V ,,,0.031,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3993,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,41,11.624,1142,213, V ,,,0.031,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3994,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,42,11.752,1428,332, V ,,,0.039,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3995,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,43,12.028,1088,217, V ,,,0.03,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3996,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,44,12.13,1463,327, V ,,,0.04,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3997,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,45,12.212,1851,337, V ,,,0.05,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3998,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,46,12.677,1623,239, V ,,,0.044,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
3999,AF-10 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,aphidfree,flow_aphidfree,47,12.836,1369,245, V ,,,0.037,1000,50000,50,264798,246.934,5,4.93868,,0,15000,0,0.1,0
4003,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,4,1.489,35957,18059, V ,2,1.500 CA unk ,0.875,1000,50000,50,283229,265.365,5,5.3073,13.48262792,2540.393029,15000,38.10589543,0.1,381.0589543
4005,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,6,1.734,6333,3262,   ,4,1.768 CA unk,0.154,1000,50000,50,283229,265.365,5,5.3073,2.334990404,439.9582469,15000,6.599373703,0.1,65.99373703
4007,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,8,1.916,9562,2640, V ,6,1.917 CA unk,0.233,1000,50000,50,283229,265.365,5,5.3073,3.539647889,666.9394774,15000,10.00409216,0.1,100.0409216
4008,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,9,2.114,10571,3674,   ,7,2.110 CA unk,0.257,1000,50000,50,283229,265.365,5,5.3073,3.916967776,738.0339864,15000,11.0705098,0.1,110.705098
4001,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,2,1.249,283229,152863,SV ,1,4-biphenylcarboxylic acid,6.893,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4023,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,24,6.117,5470,691, V ,18,5.934 CA unk,0.133,1000,50000,50,283229,265.365,5,5.3073,2.501990196,471.4243017,15000,7.071364525,0.1,70.71364525
4024,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,25,6.45,1140,244,   ,19,CBC,0.028,1000,50000,50,283229,265.365,5,5.3073,0.384753066,72.49506643,15000,1.087425997,0.1,10.87425997
4026,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,27,7.601,90682,9136,   ,21,CBCA,2.207,1000,50000,50,283229,265.365,5,5.3073,63.51699718,11967.85506,15000,179.5178259,0.1,1795.178259
4014,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,15,2.971,10038,2780, V ,11,CBD,0.244,1000,50000,50,283229,265.365,5,5.3073,7.144360058,1346.138349,15000,20.19207523,0.1,201.9207523
4011,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,12,2.504,3005628,984568, V ,8,CBDA,73.147,1000,50000,50,283229,265.365,5,5.3073,1303.408692,245587.9056,15000,3683.818585,0.1,36838.18585
4006,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,7,1.843,14000,5985,   ,5,CBDVA,0.341,1000,50000,50,283229,265.365,5,5.3073,5.201702112,980.103275,15000,14.70154913,0.1,147.0154913
4013,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,14,2.796,14777,3947, V ,10,CBG,0.36,1000,50000,50,283229,265.365,5,5.3073,10.09053578,1901.255965,15000,28.51883947,0.1,285.1883947
4012,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,13,2.618,142080,43368, V ,9,CBGA,3.458,1000,50000,50,283229,265.365,5,5.3073,57.08307249,10755.57675,15000,161.3336513,0.1,1613.336513
4022,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,23,5.336,1212,166, V ,16,delta-9-THC,0.029,1000,50000,50,283229,265.365,5,5.3073,0.865275784,163.0350243,15000,2.445525364,0.1,24.45525364
4015,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,16,3.457,1389,261,   ,13,probably not THCV,0.034,1000,50000,50,283229,265.365,5,5.3073,0.943067973,177.692607,15000,2.665389105,0.1,26.65389105
4025,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,26,6.845,127467,14710,S  ,20,THCA-A,3.102,1000,50000,50,283229,265.365,5,5.3073,57.19457514,10776.58605,15000,161.6487907,0.1,1616.487907
4019,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,20,3.983,3892,820, V ,14,THCVA,0.095,1000,50000,50,283229,265.365,5,5.3073,1.510253991,284.5616398,15000,4.268424596,0.1,42.68424596
4000,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,1,1.186,1806,943,   ,,,0.044,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4002,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,3,1.369,6225,1638,T  ,,,0.151,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4004,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,5,1.594,25407,11161,   ,,,0.618,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4009,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,10,2.277,2486,783, V ,,,0.06,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4010,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,11,2.368,4054,1437, V ,,,0.099,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4016,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,17,3.633,269728,62167, V ,,,6.564,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4017,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,18,3.75,6771,1799, V ,,,0.165,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4018,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,19,3.869,1347,315, V ,,,0.033,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4020,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,21,4.156,2262,405, V ,,,0.055,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4021,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,22,4.858,4066,681, V ,,,0.099,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4027,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,28,10.706,15562,1061,   ,,,0.379,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4028,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,29,12.191,2691,290,   ,,,0.065,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4029,AF-21 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,30,12.298,3198,368, V ,,,0.078,1000,50000,50,283229,265.365,5,5.3073,,0,15000,0,0.1,0
4034,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,5,1.487,35405,17766,   ,2,1.500 CA unk ,0.866,1000,50000,50,274984,257.12,5,5.1424,13.27365499,2581.217912,15000,38.71826869,0.1,387.1826869
4036,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,7,1.732,7094,3553,   ,4,1.768 CA unk,0.174,1000,50000,50,274984,257.12,5,5.1424,2.618453276,509.1889537,15000,7.637834306,0.1,76.37834306
4038,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,9,1.912,7024,1928, V ,6,1.917 CA unk,0.172,1000,50000,50,274984,257.12,5,5.1424,2.592366333,504.1160417,15000,7.561740625,0.1,75.61740625
4039,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,10,2.113,11505,4155,   ,7,2.110 CA unk,0.281,1000,50000,50,274984,257.12,5,5.1424,4.26655377,829.6814269,15000,12.4452214,0.1,124.452214
4031,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,2,1.247,274984,150480,SV ,1,4-biphenylcarboxylic acid,6.727,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4055,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,26,6.119,4808,649, V ,18,5.934 CA unk,0.118,1000,50000,50,274984,257.12,5,5.1424,2.200921109,427.9949263,15000,6.419923895,0.1,64.19923895
4056,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,27,6.46,1720,273,   ,19,CBC,0.042,1000,50000,50,274984,257.12,5,5.1424,0.58040913,112.8673635,15000,1.693010453,0.1,16.93010453
4058,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,29,7.61,93173,9272,   ,21,CBCA,2.279,1000,50000,50,274984,257.12,5,5.1424,65.22978225,12684.6963,15000,190.2704445,0.1,1902.704445
4045,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,16,2.97,11879,3164, V ,11,CBD,0.291,1000,50000,50,274984,257.12,5,5.1424,8.468621547,1646.822796,15000,24.70234194,0.1,247.0234194
4042,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,13,2.502,3004319,983888, V ,8,CBDA,73.495,1000,50000,50,274984,257.12,5,5.1424,1302.821626,253348.9473,15000,3800.234209,0.1,38002.34209
4037,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,8,1.841,15154,6466,   ,5,CBDVA,0.371,1000,50000,50,274984,257.12,5,5.1424,5.634798594,1095.752682,15000,16.43629024,0.1,164.3629024
4044,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,15,2.795,16670,4521, V ,10,CBG,0.408,1000,50000,50,274984,257.12,5,5.1424,11.41987316,2220.728291,15000,33.31092436,0.1,333.1092436
4043,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,14,2.618,138044,41834, V ,9,CBGA,3.377,1000,50000,50,274984,257.12,5,5.1424,55.43038269,10779.08811,15000,161.6863216,0.1,1616.863216
4046,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,17,3.225,1648,301, V ,12,CBNA?,0.04,1000,50000,50,274984,257.12,5,5.1424,0.632658245,123.0278168,15000,1.845417252,0.1,18.45417252
4054,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,25,5.85,1285,140,   ,17,delta-8-THC,0.031,1000,50000,50,274984,257.12,5,5.1424,0.893085009,173.6708559,15000,2.605062838,0.1,26.05062838
4047,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,18,3.458,3615,581,   ,13,probably not THCV,0.088,1000,50000,50,274984,257.12,5,5.1424,2.48655789,483.5403488,15000,7.253105232,0.1,72.53105232
4057,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,28,6.851,128125,14796,SV ,20,THCA-A,3.134,1000,50000,50,274984,257.12,5,5.1424,57.48801481,11179.21881,15000,167.6882822,0.1,1676.882822
4051,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,22,3.988,4527,952, V ,14,THCVA,0.111,1000,50000,50,274984,257.12,5,5.1424,1.759981593,342.2490652,15000,5.133735978,0.1,51.33735978
4030,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,1,1.174,6834,3505,   ,,,0.167,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4032,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,3,1.374,2867,1140,T  ,,,0.07,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4033,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,4,1.412,2226,1437,TV ,,,0.054,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4035,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,6,1.592,24269,10835,   ,,,0.594,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4040,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,11,2.274,3537,1035,   ,,,0.087,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4041,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,12,2.366,4414,1489, V ,,,0.108,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4048,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,19,3.633,239702,54600, V ,,,5.864,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4049,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,20,3.753,6496,1619, V ,,,0.159,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4050,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,21,3.876,1145,266, V ,,,0.028,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4052,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,23,4.145,2892,403, V ,,,0.071,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4053,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,24,4.866,4199,668, V ,,,0.103,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4059,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,30,10.72,20460,1353, V ,,,0.501,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4060,AF-22 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,31,12.24,7758,439,SV ,,,0.19,1000,50000,50,274984,257.12,5,5.1424,,0,15000,0,0.1,0
4066,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,6,1.488,37889,18978,   ,2,1.500 CA unk ,0.894,1000,50000,50,267993,250.129,5,5.00258,14.21427524,2841.388891,15000,42.62083336,0.1,426.2083336
4069,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,9,1.732,7708,3900,   ,4,1.768 CA unk,0.182,1000,50000,50,267993,250.129,5,5.00258,2.847377445,569.1817912,15000,8.537726868,0.1,85.37726868
4071,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,11,1.911,5796,2147, V M,6,1.917 CA unk,0.137,1000,50000,50,267993,250.129,5,5.00258,2.135161461,426.8120573,15000,6.402180859,0.1,64.02180859
4073,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,13,2.113,10395,3800,   ,7,2.110 CA unk,0.245,1000,50000,50,267993,250.129,5,5.00258,3.851125674,769.8279037,15000,11.54741856,0.1,115.4741856
4063,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,3,1.248,267993,147825,SV ,1,4-biphenylcarboxylic acid,6.325,1000,50000,50,267993,250.129,5,5.00258,,0,15000,0,0.1,0
4089,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,29,6.115,8230,843, V ,18,5.934 CA unk,0.194,1000,50000,50,267993,250.129,5,5.00258,3.755051487,750.622976,15000,11.25934464,0.1,112.5934464
4091,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,31,6.47,3974,438, V ,19,CBC,0.094,1000,50000,50,267993,250.129,5,5.00258,1.340565911,267.9749072,15000,4.019623607,0.1,40.19623607
4093,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,33,7.609,106372,10634,   ,21,CBCA,2.51,1000,50000,50,267993,250.129,5,5.00258,74.29194872,14850.72677,15000,222.7609015,0.1,2227.609015
4079,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,19,2.969,11388,3184, V ,11,CBD,0.269,1000,50000,50,267993,250.129,5,5.00258,8.11522646,1622.208233,15000,24.33312349,0.1,243.3312349
4076,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,16,2.502,3207885,1048819, V ,8,CBDA,75.705,1000,50000,50,267993,250.129,5,5.00258,1394.22053,278700.2966,15000,4180.504449,0.1,41805.04449
4070,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,10,1.842,14623,6299,   ,5,CBDVA,0.345,1000,50000,50,267993,250.129,5,5.00258,5.435472888,1086.533926,15000,16.29800889,0.1,162.9800889
4078,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,18,2.794,22585,5968, V ,10,CBG,0.533,1000,50000,50,267993,250.129,5,5.00258,15.59793447,3117.978017,15000,46.76967026,0.1,467.6967026
4077,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,17,2.617,153655,47235, V ,9,CBGA,3.626,1000,50000,50,267993,250.129,5,5.00258,61.82788031,12359.19872,15000,185.3879807,0.1,1853.879807
4085,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,25,4.731,1459,288,   ,15,CBN?,0.034,1000,50000,50,267993,250.129,5,5.00258,0.411556432,82.26883563,15000,1.234032534,0.1,12.34032534
4088,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,28,5.835,1605,271, V ,17,delta-8-THC,0.038,1000,50000,50,267993,250.129,5,5.00258,1.129213766,225.7262784,15000,3.385894176,0.1,33.85894176
4087,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,27,5.335,1055,279, V ,16,delta-9-THC,0.025,1000,50000,50,267993,250.129,5,5.00258,0.751999475,150.3223288,15000,2.254834932,0.1,22.54834932
4092,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,32,6.85,142485,16002,SV ,20,THCA-A,3.363,1000,50000,50,267993,250.129,5,5.00258,63.88974503,12771.35898,15000,191.5703848,0.1,1915.703848
4083,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,23,3.984,7045,1414, V ,14,THCVA,0.166,1000,50000,50,267993,250.129,5,5.00258,2.754098761,550.5356759,15000,8.258035138,0.1,82.58035138
4061,AF-23 undiluted + 50ug IS 5uL run 1-22-26.lcd,autoflower,flow,infested,flow_infested,1,1.128,1620,1427,   ,,,0.038,1000,50000,50,267993,250.129,5,5.00258,,0,15000,0,0.1,0
