Date,Week ,Rep,Conditions,Farm,Variety,Location ,Hemp_type,Crop uses,Plant Stage,Plant height_cm,Insect damage,Type of damage,Tissue damaged,Damage level,Hemp_aph,Green_aph,Other_aph,HLThoppers,Fhoppers,BLhop,GLhop,UK_Leafhop_ad,Damsell_bug,Podisus_m,Wheel_bug ,Total MPB,Miridae_planbugs,Tarnished_pb,Stink_b,Whiteflies,UK_Hemiptera ,Pred_thrips,Soybthr, Brown_Thr,yellow_thr,UK_thrips,Pink_LB,Harm_axy,Checker_LB,Tiny_LB,Uk_LB,Lampirids,Staphilinids,Carabids, FB_Altica ,FB_Crep,UK_FB,UK_herb_ beetles,Elaterids,Weevils,Diabrotica,Japanese_b ,Crab_sp,Jump_SP,Sac_sp,orbwev_sp,UK_spiders,Harvestmen Opiliones,UK_Caterp ,Tussock moth,Arctids,Corn_EW,Eupitecia_sp,Hooverfly,leafminer,Fruit_flies,gnats,Crane_fly,House fly,UK_flies,Ants ,Parasitic_wasp,Pollinators ,Lacewings,grasshopper,cricket,otherinsects 
8-Sep-22,13,10,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,90.5,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8-Sep-22,13,11,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,74.5,Y,Chew rotten bud,bud leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8-Sep-22,13,12,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,85.3,Y,Chew,leaf,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8-Sep-22,13,13,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,124,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Sep-22,13,14,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,70.5,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Sep-22,13,15,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,98.2,Y,Chew,leaf,low,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16-Sep-22,14,1,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,109,Y,Chew,leaf,low,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,2,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,69,Y,Chew,leaf,low,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,3,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,109.8,Y,Chew,leaf,low,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,4,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,96.5,Y,Chew,leaf,low,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,5,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,99.5,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,6,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,102.5,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,7,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,112,Y,Chew,leaf,low,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,8,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,94,Y,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,9,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,82,Y,Chew,leaf,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16-Sep-22,14,10,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,75.6,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,0,0
16-Sep-22,14,11,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,88.5,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16-Sep-22,14,12,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,104,Y,Chew rotten bud,leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16-Sep-22,14,13,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,101,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16-Sep-22,14,14,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,73.5,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-22,14,15,Sunny,Lazy Moon,Mix Hawaiian Haze and White,Central PA,CBD,CBD,post-flowering,88,Y,Chew rotten bud,bud leaf,moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16-Jun-22,1,1,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,34.29,N,NA,NA,NA,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16-Jun-22,1,2,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,41.91,Y,Scrape,leaf,low,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
16-Jun-22,1,3,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,38.1,N,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,4,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,49.53,N,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,5,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,40.64,Y,Chew,leaf,low,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,6,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,48.26,N,NA,NA,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,7,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,30.48,N,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,8,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,31.75,N,NA,NA,NA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16-Jun-22,1,9,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,34.29,N,NA,NA,NA,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,10,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,41.91,N,NA,NA,NA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,11,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,35.56,N,NA,NA,NA,15,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,12,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,36.83,Y,Chew,leaf,low,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16-Jun-22,1,13,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,33.02,N,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-22,1,14,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,41.91,Y,Chew scrape,leaf,low,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
16-Jun-22,1,15,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,45.72,Y,Chew scrape,leaf,low,41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,1,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,48,N,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,2,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,40.7,Y,Chew,leaf,low,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23-Jun-22,2,3,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,33.9,N,NA,NA,NA,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,4,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,31.4,Y,Scrape,leaf,low,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,5,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,53.8,Y,Chew,leaf,low,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,6,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,37.1,Y,Chew,leaf,low,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,7,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,40.4,Y,Chew,leaf,low,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23-Jun-22,2,8,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,47.5,Y,Chew,leaf,low,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23-Jun-22,2,9,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,43.5,N,NA,NA,NA,20,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,10,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,34.5,Y,Chew,leaf,low,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,11,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,42.5,Y,Scrape,leaf,low,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23-Jun-22,2,12,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,33,Y,Scrape,leaf,low,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,13,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,32.1,Y,Chew,leaf,low,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,14,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,37,Y,Chew,leaf,moderate,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-22,2,15,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,39.8,Y,Chew scrape,leaf,low moderate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,1,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,32,Y,Scrape,leaf,low,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,2,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,43.5,Y,Chew,leaf,low,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,3,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,29.5,N,NA,NA,NA,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,4,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,26,Y,Chew,leaf,low,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,5,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,47.3,Y,Chew,leaf,low,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,6,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,22.4,Y,Chew,leaf,low,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,7,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,42,Y,Chew,leaf,moderate,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,8,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,22.1,Y,Chew,leaf,low,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,9,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,57.5,Y,Chew,leaf,low,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,10,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,50,Y,Chew,leaf,low,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,11,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,50.5,N,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,12,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,56.8,Y,Chew scrape,leaf,low,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,13,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,46.6,Y,Chew,leaf,low,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,14,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,29.2,N,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-22,3,15,Sunny,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,39,Y,Chew,NA,low,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Jul-22,4,1,Cloudy,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,40.5,Y,Scrape,leaf,low,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Jul-22,4,2,Cloudy,Shaffer Farm,Stormy Daniels,Central PA,CBD,CBD,vegetative,37.1,Y,Chew scrape,leaf,low,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
